Category;Managed by;Beheerder;Name;Naam;Postal code;Municipality;Gemeente;Google Maps;Google Street View;Geo Point;Geo Shape;source;last_update
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Ourthe;Sint-Jans-Molenbeek Ourthe;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86160459%2C4.33649524;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86160459%2C4.33649524;50.8616045877, 4.3364952426;"{""coordinates"": [4.3364952426, 50.8616045877], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Aristide Briand;Anderlecht Aristide Briand;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82876115%2C4.30317578;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82876115%2C4.30317578;50.8287611509, 4.3031757756;"{""coordinates"": [4.3031757756, 50.8287611509], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Leemans - Eddy Merckx;Anderlecht Leemans - Eddy Merckx;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.81649395%2C4.2809708;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81649395%2C4.2809708;50.8164939543, 4.2809708006;"{""coordinates"": [4.2809708006, 50.8164939543], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Beekkant;Sint-Jans-Molenbeek Beekkant;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.85288991%2C4.32445847;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85288991%2C4.32445847;50.8528899135, 4.3244584733;"{""coordinates"": [4.3244584733, 50.8528899135], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Haren Bordet Station;Brussel Haren Bordet Station;1130;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.87826766%2C4.41041285;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87826766%2C4.41041285;50.8782676599, 4.4104128462;"{""coordinates"": [4.4104128462, 50.8782676599], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Etterbeek Boileau;Etterbeek Boileau;1040;Etterbeek;Etterbeek;https://www.google.com/maps/search/?api=1&query=50.8320904%2C4.40516174;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8320904%2C4.40516174;50.8320904049, 4.4051617423;"{""coordinates"": [4.4051617423, 50.8320904049], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Zuid perron 6;Brussel Zuid perron 6;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83771046%2C4.33645451;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83771046%2C4.33645451;50.8377104646, 4.3364545111;"{""coordinates"": [4.3364545111, 50.8377104646], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Schaarbeek Voltaire-Fernand Blum;Schaarbeek Voltaire-Fernand Blum;1030;Schaerbeek;Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.8679727%2C4.38075613;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8679727%2C4.38075613;50.8679727012, 4.3807561335;"{""coordinates"": [4.3807561335, 50.8679727012], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Koning Boudewijn;Brussel Koning Boudewijn;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.89743436%2C4.3294633;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89743436%2C4.3294633;50.8974343606, 4.3294632989;"{""coordinates"": [4.3294632989, 50.8974343606], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Obus;Anderlecht Obus;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84743287%2C4.30398777;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84743287%2C4.30398777;50.8474328707, 4.3039877666;"{""coordinates"": [4.3039877666, 50.8474328707], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Pijnbomenstraat;Ukkel Pijnbomenstraat;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.7765755%2C4.38251799;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.7765755%2C4.38251799;50.7765755004, 4.3825179907;"{""coordinates"": [4.3825179907, 50.7765755004], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel AndrÃƒÂ© Dufour;Ukkel AndrÃƒÂ© Dufour;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78676275%2C4.32500193;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78676275%2C4.32500193;50.7867627519, 4.3250019313;"{""coordinates"": [4.3250019313, 50.7867627519], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Agatha-Berchem Goffin;Sint-Agatha-Berchem Goffin;1082;Berchem-Sainte-Agathe;Sint-Agatha-Berchem;https://www.google.com/maps/search/?api=1&query=50.866876%2C4.30890473;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.866876%2C4.30890473;50.8668759999, 4.3089047279;"{""coordinates"": [4.3089047279, 50.8668759999], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Onyx;Brussel Onyx;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.8976118%2C4.32288173;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8976118%2C4.32288173;50.8976117988, 4.3228817299;"{""coordinates"": [4.3228817299, 50.8976117988], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Driehoek;Sint-Jans-Molenbeek Driehoek;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.85002564%2C4.33474218;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85002564%2C4.33474218;50.8500256361, 4.334742182;"{""coordinates"": [4.334742182, 50.8500256361], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Prins van Oranje;Ukkel Prins van Oranje;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78063895%2C4.38152668;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78063895%2C4.38152668;50.7806389529, 4.3815266774;"{""coordinates"": [4.3815266774, 50.7806389529], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Oude Weg;Ukkel Oude Weg;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.77635591%2C4.33480853;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.77635591%2C4.33480853;50.7763559065, 4.3348085338;"{""coordinates"": [4.3348085338, 50.7763559065], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Noordkrieken;Ukkel Noordkrieken;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.7811557%2C4.33243716;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.7811557%2C4.33243716;50.7811556989, 4.3324371581;"{""coordinates"": [4.3324371581, 50.7811556989], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Ninoofsepoort;Brussel Ninoofsepoort;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.85049419%2C4.33884579;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85049419%2C4.33884579;50.8504941852, 4.3388457902;"{""coordinates"": [4.3388457902, 50.8504941852], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Hamoirlaan;Ukkel Hamoirlaan;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.79818728%2C4.37567341;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.79818728%2C4.37567341;50.7981872808, 4.3756734076;"{""coordinates"": [4.3756734076, 50.7981872808], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Lambrechts-Woluwe Thiry;Sint-Lambrechts-Woluwe Thiry;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.85276604%2C4.44329401;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85276604%2C4.44329401;50.8527660436, 4.4432940062;"{""coordinates"": [4.4432940062, 50.8527660436], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Appelboom;Anderlecht Appelboom;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83519193%2C4.28052448;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83519193%2C4.28052448;50.8351919339, 4.2805244831;"{""coordinates"": [4.2805244831, 50.8351919339], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Keyenbempt;Ukkel Keyenbempt;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78737517%2C4.32817801;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78737517%2C4.32817801;50.787375174, 4.3281780142;"{""coordinates"": [4.3281780142, 50.787375174], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Elsene Patton;Elsene Patton;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.81761404%2C4.36528905;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81761404%2C4.36528905;50.8176140367, 4.3652890459;"{""coordinates"": [4.3652890459, 50.8176140367], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Elsene Fraiteur;Elsene Fraiteur;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.81754765%2C4.39670691;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81754765%2C4.39670691;50.8175476508, 4.3967069087;"{""coordinates"": [4.3967069087, 50.8175476508], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Noord afstaphalte;Brussel Noord afstaphalte;1210;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85932521%2C4.35964792;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85932521%2C4.35964792;50.8593252097, 4.3596479161;"{""coordinates"": [4.3596479161, 50.8593252097], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Gillis Moricharplein;Sint-Gillis Moricharplein;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.82691674%2C4.34906548;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82691674%2C4.34906548;50.8269167384, 4.3490654809;"{""coordinates"": [4.3490654809, 50.8269167384], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Henri de Smet;Anderlecht Henri de Smet;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84832835%2C4.31503402;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84832835%2C4.31503402;50.8483283495, 4.3150340174;"{""coordinates"": [4.3150340174, 50.8483283495], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Westland Shopping;Anderlecht Westland Shopping;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83787859%2C4.28394088;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83787859%2C4.28394088;50.8378785851, 4.2839408805;"{""coordinates"": [4.2839408805, 50.8378785851], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Biestebroek;Anderlecht Biestebroek;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83347688%2C4.31336153;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83347688%2C4.31336153;50.8334768751, 4.3133615274;"{""coordinates"": [4.3133615274, 50.8334768751], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Hertogin Brabant;Sint-Jans-Molenbeek Hertogin Brabant;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84942168%2C4.32933235;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84942168%2C4.32933235;50.8494216763, 4.3293323484;"{""coordinates"": [4.3293323484, 50.8494216763], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ganshoren Heilig Hartcollege;Ganshoren Heilig Hartcollege;1083;Ganshoren;Ganshoren;https://www.google.com/maps/search/?api=1&query=50.86818642%2C4.31569348;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86818642%2C4.31569348;50.8681864244, 4.3156934755;"{""coordinates"": [4.3156934755, 50.8681864244], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Goede Lucht;Anderlecht Goede Lucht;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83596941%2C4.27454647;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83596941%2C4.27454647;50.835969408, 4.2745464733;"{""coordinates"": [4.2745464733, 50.835969408], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Rogier;Brussel Rogier;1210;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85584619%2C4.35848397;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85584619%2C4.35848397;50.8558461886, 4.3584839684;"{""coordinates"": [4.3584839684, 50.8558461886], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Dobbelenberg;Brussel Dobbelenberg;1130;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.89375653%2C4.43035423;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89375653%2C4.43035423;50.8937565298, 4.4303542326;"{""coordinates"": [4.4303542326, 50.8937565298], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Aumale;Anderlecht Aumale;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83979617%2C4.31260172;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83979617%2C4.31260172;50.8397961661, 4.312601717;"{""coordinates"": [4.312601717, 50.8397961661], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Ziekenhuis Bracops;Anderlecht Ziekenhuis Bracops;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83442%2C4.29538875;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83442%2C4.29538875;50.8344200013, 4.2953887546;"{""coordinates"": [4.2953887546, 50.8344200013], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Gillis Hallepoort;Sint-Gillis Hallepoort;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83227396%2C4.34591203;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83227396%2C4.34591203;50.8322739605, 4.3459120274;"{""coordinates"": [4.3459120274, 50.8322739605], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Vanderstichelen;Sint-Jans-Molenbeek Vanderstichelen;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86592927%2C4.3394186;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86592927%2C4.3394186;50.8659292746, 4.3394185961;"{""coordinates"": [4.3394185961, 50.8659292746], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Ossegem;Sint-Jans-Molenbeek Ossegem;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.85641457%2C4.32658554;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85641457%2C4.32658554;50.8564145678, 4.3265855428;"{""coordinates"": [4.3265855428, 50.8564145678], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Veeweidestraat;Anderlecht Veeweidestraat;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.8336086%2C4.30704443;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8336086%2C4.30704443;50.8336085997, 4.3070444255;"{""coordinates"": [4.3070444255, 50.8336085997], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Zuid perron 10;Brussel Zuid perron 10;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83830377%2C4.33642572;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83830377%2C4.33642572;50.8383037663, 4.3364257183;"{""coordinates"": [4.3364257183, 50.8383037663], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Sobieski;Brussel Sobieski;1020;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.88457436%2C4.34375572;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88457436%2C4.34375572;50.8845743583, 4.3437557176;"{""coordinates"": [4.3437557176, 50.8845743583], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Moortebeek;Sint-Jans-Molenbeek Moortebeek;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84631025%2C4.29084081;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84631025%2C4.29084081;50.8463102483, 4.2908408125;"{""coordinates"": [4.2908408125, 50.8463102483], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Pieters-Woluwe Mater Dei;Sint-Pieters-Woluwe Mater Dei;1150;Woluwe-Saint-Pierre;Sint-Pieters-Woluwe;https://www.google.com/maps/search/?api=1&query=50.83185201%2C4.46185583;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83185201%2C4.46185583;50.8318520108, 4.4618558296;"{""coordinates"": [4.4618558296, 50.8318520108], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Rogier;Brussel Rogier;1210;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85572031%2C4.35822835;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85572031%2C4.35822835;50.8557203127, 4.3582283512;"{""coordinates"": [4.3582283512, 50.8557203127], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Evere Vandevelde;Evere Vandevelde;1140;Evere;Evere;https://www.google.com/maps/search/?api=1&query=50.87168282%2C4.39554651;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87168282%2C4.39554651;50.8716828177, 4.3955465062;"{""coordinates"": [4.3955465062, 50.8716828177], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Agatha-Berchem Heilig Hartcollege;Sint-Agatha-Berchem Heilig Hartcollege;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.86718768%2C4.3136774;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86718768%2C4.3136774;50.8671876763, 4.3136774034;"{""coordinates"": [4.3136774034, 50.8671876763], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Koekelberg Bossaert-Basiliek;Koekelberg Bossaert-Basiliek;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.86512279%2C4.31983052;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86512279%2C4.31983052;50.8651227907, 4.3198305201;"{""coordinates"": [4.3198305201, 50.8651227907], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Brussel Ninoofsepoort;Brussel Ninoofsepoort;1000;Bruxelles;Brussel;https://www.google.com/maps/search/?api=1&query=50.85049414%2C4.33867538;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85049414%2C4.33867538;50.8504941426, 4.3386753844;"{""coordinates"": [4.3386753844, 50.8504941426], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Vaartbrug;Anderlecht Vaartbrug;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83602259%2C4.31706375;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83602259%2C4.31706375;50.8360225862, 4.3170637512;"{""coordinates"": [4.3170637512, 50.8360225862], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Anderlecht Wayezstraat;Anderlecht Wayezstraat;1070;Anderlecht;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83682107%2C4.31354219;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83682107%2C4.31354219;50.8368210703, 4.3135421876;"{""coordinates"": [4.3135421876, 50.8368210703], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Jette Oude Afspanning;Jette Oude Afspanning;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.88558132%2C4.31644147;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88558132%2C4.31644147;50.8855813227, 4.3164414709;"{""coordinates"": [4.3164414709, 50.8855813227], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Gillis Hallepoort;Sint-Gillis Hallepoort;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83255235%2C4.34442141;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83255235%2C4.34442141;50.8325523451, 4.3444214141;"{""coordinates"": [4.3444214141, 50.8325523451], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Schelde;Sint-Jans-Molenbeek Schelde;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.8690223%2C4.34221531;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8690223%2C4.34221531;50.8690222998, 4.3422153077;"{""coordinates"": [4.3422153077, 50.8690222998], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Ukkel Fort-Jaco;Ukkel Fort-Jaco;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.78926959%2C4.37510469;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.78926959%2C4.37510469;50.7892695906, 4.3751046899;"{""coordinates"": [4.3751046899, 50.7892695906], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Jans-Molenbeek Schelde;Sint-Jans-Molenbeek Schelde;1080;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86915709%2C4.34200214;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86915709%2C4.34200214;50.8691570945, 4.3420021416;"{""coordinates"": [4.3420021416, 50.8691570945], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;De Lijn;De Lijn;Sint-Gillis Ma Campagne;Sint-Gillis Ma Campagne;1050;Ixelles;Elsene;https://www.google.com/maps/search/?api=1&query=50.82250362%2C4.35450281;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82250362%2C4.35450281;50.8225036163, 4.3545028148;"{""coordinates"": [4.3545028148, 50.8225036163], ""type"": ""Point""}";De Lijn;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Jupiter;Jupiter;1190;Forest;Vorst;https://www.google.com/maps/search/?api=1&query=50.81961192%2C4.33695344;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.81961192%2C4.33695344;50.8196119173, 4.3369534398;"{""coordinates"": [4.3369534398, 50.8196119173], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Decroly;Decroly;1180;Uccle;Ukkel;https://www.google.com/maps/search/?api=1&query=50.80462626%2C4.32809245;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80462626%2C4.32809245;50.8046262616, 4.3280924481;"{""coordinates"": [4.3280924481, 50.8046262616], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Capricorne;Steenbok;1200;Woluwe-Saint-Lambert;Sint-Lambrechts-Woluwe;https://www.google.com/maps/search/?api=1&query=50.85518109%2C4.42103922;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85518109%2C4.42103922;50.8551810941, 4.4210392228;"{""coordinates"": [4.4210392228, 50.8551810941], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Simpson;Simpson;1090;Jette;Jette;https://www.google.com/maps/search/?api=1&query=50.86999618%2C4.32258155;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86999618%2C4.32258155;50.8699961793, 4.3225815529;"{""coordinates"": [4.3225815529, 50.8699961793], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Ma Campagne;Ma Campagne;1060;Saint-Gilles;Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.82300686%2C4.35308345;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.82300686%2C4.35308345;50.8230068593, 4.3530834509;"{""coordinates"": [4.3530834509, 50.8230068593], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
Bus;STIB;MIVB;Étangs Noirs;Zwarte Vijvers;1081;Koekelberg;Koekelberg;https://www.google.com/maps/search/?api=1&query=50.85712462%2C4.33164952;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85712462%2C4.33164952;50.8571246219, 4.3316495239;"{""coordinates"": [4.3316495239, 50.8571246219], ""type"": ""Point""}";STIB;2025-05-19T02:00:00+02:00
